gene_name	ID	num_exons	exons_length	gene_count_mean	is_filtered	NB_stat	NB_stat_exon	diff_exon
AT1G16470	AT1G16470.1	14	51,70,187,66,77,65,47,76,68,70,86,63,66,253,	715.333333333333	FALSE	0.796132896059589	0.02,0.59,0.01,0.04,0.02,0,0.22,1.39,0.57,1.56,4.23,0.55,1.67,0.27	11
AT3G20270	AT3G20270.3	17	1,58,375,51,225,267,89,152,137,150,230,438,140,343,249,126,254,	519.833333333333	FALSE	0.795658832836057	NA,0.23,0.19,0.14,0.17,0.15,0.19,0,4.29,3.59,1.6,0.05,0.87,0.18,0.69,0.34,0.06	9
AT5G44562	AT5G44562.1	2	442,254,	33.1666666666667	FALSE	0.795536205195068	0.62,0.98	2
AT3G45240	AT3G45240.1	17	4,425,79,183,8,87,125,88,75,45,75,349,193,310,162,22,21,	1133.16666666667	FALSE	0.795059382643422	1.71,0.36,0.67,0.39,0.77,1.56,0.01,0.6,0,0.07,0.42,1.37,0.98,2.28,0.73,0.8,NA	14
AT2G46980	AT2G46980.2	15	210,228,8,83,135,59,150,70,132,148,29,1539,23,209,19,	239.833333333333	FALSE	0.794149124235477	0.91,0.22,NA,0.13,0.42,0.9,3.22,1.08,0.07,0.78,NA,0.8,0.14,0.87,NA	7
AT3G04590	AT3G04590.1	8	377,73,263,82,153,132,53,530,	699.833333333333	FALSE	0.793810652408089	0.75,0.61,0.21,2,1,0.1,0.43,1.25	4
AT3G60420	AT3G60420.1	11	6,348,159,109,8,280,433,159,109,340,122,	86.1666666666667	FALSE	0.793214511107113	0.61,1.56,0.17,0,0.85,1.56,NA,NA,NA,NA,NA	6
AT3G29375	AT3G29375.1	8	111,114,148,146,219,198,86,311,	224.166666666667	FALSE	0.793005469065518	0.14,0.03,2.85,0.45,0.08,0.05,2.45,0.3	3
AT4G01593	AT4G01593.1	7	162,36,474,150,83,183,183,	209.666666666667	FALSE	0.791902999042297	0.01,0.39,0.07,0.24,1.37,1.26,2.2	7
AT1G67950	AT1G67950.1	9	663,2,84,76,104,112,69,118,172,	268.5	FALSE	0.791776406976081	0.27,NA,0.01,0.01,0.6,1.59,1.47,1.3,1.09	6
AT5G53060	AT5G53060.1	10	903,115,444,249,249,71,109,127,260,134,	534.5	FALSE	0.791028918664188	0.12,0.25,0,0.24,2.71,1.91,1.2,0.52,0.17,NA	5
AT4G03520	AT4G03520.1	4	145,397,159,381,	1103.16666666667	FALSE	0.79097726982416	0.64,2.25,0.22,0.05	2
AT4G31340	AT4G31340.1	16	342,128,72,114,69,57,54,63,63,156,156,81,62,3,112,356,	2342.66666666667	FALSE	0.790659606792194	0.11,2.15,1.54,0.19,0.1,0.68,0.62,0.1,0.02,0,0.07,0.57,0.25,5.4,0,0.85	14
AT1G09840	AT1G09840.1	23	2,376,103,84,96,51,141,57,75,273,60,93,239,3,84,260,8,64,3,77,72,24,11,	1017.83333333333	FALSE	0.790229021040547	NA,0.18,0,5.79,0.13,2.11,0.03,0.44,1.17,1.95,1.27,0.02,0,0.33,0,0.39,0.26,1.69,0.21,0.17,0,0.45,NA	4
AT4G29740	AT4G29740.1	6	714,128,258,269,88,492,	76.6666666666667	FALSE	0.789912304685774	0.49,0.23,3.35,0.01,0.48,0.18	3
AT4G17615	AT4G17615.1	11	113,45,202,83,297,60,109,53,81,113,381,	123.166666666667	FALSE	0.789883654141234	0,0.26,1.32,0.03,0.72,0,1.6,0.65,2.57,0.04,1.49	9
AT5G66720	AT5G66720.1	7	16,496,150,301,8,497,136,	1637.5	FALSE	0.789738459746892	0.93,0.75,1.1,0.05,0.26,1.32,1.12	6
AT3G60880	AT3G60880.2	5	11,308,2,81,1083,	374.166666666667	FALSE	0.788489082646595	0.01,2.28,NA,0.45,0.41	2
AT3G11200	AT3G11200.2	9	0,605,124,223,81,33,99,234,74,	896.5	FALSE	0.788453972416208	NA,0.27,0.62,0,3.11,0,0.13,1.38,NA	5
AT5G58960	AT5G58960.1	6	129,147,11,123,82,1616,	1624	FALSE	0.788287307763132	2.1,0.45,1.11,0.27,0.74,0.05	1
AT2G47020	AT2G47020.1	15	126,473,91,4,159,78,75,79,49,184,99,3,101,238,0,	219	FALSE	0.787809778946411	1.09,1.27,0.99,0.73,0,0.01,0.05,0.04,0.21,0,1.39,1.89,3.16,0.18,NA	13
AT1G29820	AT1G29820.1	9	42,75,690,189,92,60,70,204,530,	304.5	FALSE	0.787766947020097	0.01,0.04,0.05,0,0.23,5.58,1.1,0.04,0.03	6
AT5G18440	AT5G18440.1	10	77,94,147,432,98,77,70,91,60,691,	272	FALSE	0.787284596099033	0.19,0.4,4.75,0.68,0.41,0,0.04,0.15,1.23,0.03	3
AT4G17420	AT4G17420.1	17	21,50,91,16,77,43,24,92,128,31,29,96,39,179,40,60,245,	214	FALSE	0.787041080233051	0.02,0.18,0.69,NA,0.13,0,0.08,0.09,1.41,6.17,0.15,0.02,1.97,0.16,0.07,1.37,0.08	10
AT5G58720	AT5G58720.1	13	403,92,71,118,107,68,57,77,227,71,87,26,803,	2252	FALSE	0.786664488062986	0,0.67,0,2.06,0.61,0,2.16,0.01,1.97,0.7,1.77,0.23,0.05	7
AT1G03740	AT1G03740.1	8	1197,285,318,228,216,384,80,389,	2503.66666666667	FALSE	0.786554890258307	0.17,0.66,0.18,0.47,2.47,0.82,0.31,1.2	5
AT5G22650	AT5G22650.1	10	116,71,209,80,152,81,109,2,124,298,	2671.5	FALSE	0.786350990334674	0.99,0.41,0.48,0.96,2.45,1.88,0,0.6,0.03,0.06	5
AT4G20380	AT4G20380.1	20	25,3,46,13,5,101,2,59,65,54,2,2,126,105,32,46,140,72,72,392,	439.666666666667	FALSE	0.786189956869525	0,0.12,0.96,1.58,0.61,0.35,NA,0.19,0.28,NA,NA,3.47,0.79,1.67,NA,NA,0.2,1.09,0.1,0.4	12
AT1G04430	AT1G04430.1	10	209,130,327,165,183,595,113,221,534,31,	4054.83333333333	FALSE	0.786108534208028	0.65,0.01,0.18,0.19,0.1,3.09,0.4,0.28,2.87,0.09	6
AT5G22720	AT5G22720.1	11	324,141,138,80,105,67,14,79,4,117,957,	322.666666666667	FALSE	0.78603253736657	0.15,0.6,0.87,1.78,0.16,0.72,0.63,0.51,1.64,0.54,1.05	4
AT1G30450	AT1G30450.1	17	327,138,79,92,115,101,62,228,115,195,401,162,1132,112,3,258,26,	1619.16666666667	FALSE	0.785997629645552	0.94,0.13,0.85,1.58,0.03,1.6,1.03,0.1,0.66,0,1.24,0.58,0.02,0.08,NA,2.95,NA	16
AT3G26920	AT3G26920.2	8	26,302,714,115,35,150,401,54,	238.833333333333	FALSE	0.785447912116095	3.08,0.04,0.3,0,0.09,0.23,1.75,NA	1
AT4G19110	AT4G19110.3	21	31,480,2,8,228,64,69,66,109,67,53,103,139,90,22,46,79,477,228,211,29,	4557.33333333333	FALSE	0.785306996984986	1.65,0.02,0.22,0.09,0.13,1.82,3.02,0.12,0,1.99,0.16,0.73,0.06,0.63,1.17,NA,NA,NA,NA,NA,NA	7
AT5G35630	AT5G35630.1	14	310,85,96,302,104,49,107,88,129,75,252,61,352,90,	11863.1666666667	FALSE	0.784714319889199	0.19,1.02,0.71,3.23,0.01,0.62,0.01,0.06,0.02,0.18,2.27,0.43,1.44,NA	4
AT1G49760	AT1G49760.2	13	5,555,119,657,78,90,135,195,204,361,61,113,35,	5773.83333333333	FALSE	0.784040166571973	0.67,1.42,0.11,0,0.21,0.39,3.62,0.07,1.49,0,0,1.47,0.72	7
AT2G02860	AT2G02860.1	15	362,44,64,234,144,339,76,100,34,85,40,24,99,66,426,	635.333333333333	FALSE	0.783932423706634	0.63,0.25,0.23,0,1.06,0.99,1.53,0.01,0.8,2.15,1.79,0.18,0.45,1.32,0.36	10
AT3G11270	AT3G11270.2	13	88,286,93,82,88,8,76,59,123,58,86,320,158,	263.333333333333	FALSE	0.783844995755039	0.59,0.64,0.97,1.2,2.62,0.61,0.37,0,0.77,0.37,0.01,1.25,NA	5
AT1G76930	AT1G76930.1	5	303,86,44,158,513,	675.5	FALSE	0.783305222619572	0,0,1,2.55,0.37	4
AT4G30560	AT4G30560.1	8	812,349,311,213,589,18,104,17,	172	FALSE	0.783238735544938	0.03,0.42,0.4,0.64,1.65,NA,1.49,0.85	5
AT2G29960	AT2G29960.1	7	335,29,183,24,48,70,117,	568	FALSE	0.783224286517194	0.37,0.14,0.01,1.58,2.78,0.03,0.56	5
AT5G63550	AT5G63550.1	12	520,34,80,60,114,81,2,66,421,98,31,459,	485	FALSE	0.782794105196147	0,0.05,0.14,3.37,0.08,0.02,0.1,2.41,0.11,1.93,1.11,0.06	4
AT1G60989	AT1G60989.1	2	140,337,	56.3333333333333	FALSE	0.782792266208105	0.64,0.93	2
AT4G15010	AT4G15010.1	11	415,136,517,96,76,150,21,147,140,17,4,	449.833333333333	FALSE	0.782761320536196	0.34,2.17,0.63,2.76,0.38,0,1.07,0.08,0.07,0.02,1.1	4
AT5G44920	AT5G44920.1	5	626,37,28,454,6,	26.8333333333333	FALSE	0.782466957450897	0.02,NA,NA,0.94,1.38	5
AT5G66400	AT5G66400.2	4	19,421,2,440,	171.5	FALSE	0.782460287647734	2.41,0.27,0.05,0.41	1
AT1G04120	AT1G04120.2	15	3,507,225,14,64,306,215,295,165,699,87,321,2138,240,119,	10722.8333333333	FALSE	0.782020303254846	1.27,3.24,0,0,0.11,0.03,3.22,0.99,0.16,0,0.59,0.03,1.85,0.24,0	2
AT3G08710	AT3G08710.2	7	27,114,100,84,120,123,352,	137.166666666667	FALSE	0.781995671301888	1.36,0.18,0.01,1.32,1.38,0,1.22	5
AT5G18540	AT5G18540.1	6	171,155,59,114,5,346,	27.5	FALSE	0.781151063001087	0.39,0.74,2.56,0.03,NA,0.19	3
AT4G28910	AT4G28910.1	8	25,623,969,83,38,103,58,51,	1596.83333333333	FALSE	0.780986622183108	0.14,0.09,0,0.03,0.98,4.19,0.04,NA	6
AT4G12420	AT4G12420.2	12	262,134,244,200,79,366,367,139,271,110,338,60,	3629.66666666667	FALSE	0.780843146790741	0,0.23,0.23,0.04,0.23,0,0.16,5.33,0.73,1.31,0.01,1.1	8
AT1G32400	AT1G32400.1	11	1,393,210,105,81,100,322,190,216,100,65,	1561.33333333333	FALSE	0.780740685144941	NA,1.63,0.4,2.61,0.5,1.28,0.25,0.01,0.01,0.24,0.87	4
AT2G04170	AT2G04170.1	14	386,71,167,280,170,118,77,78,55,93,150,75,51,25,	342.833333333333	FALSE	0.78070001148384	0.05,NA,0.01,0.64,0.14,2.18,0.17,2.14,0.78,0.01,1.24,1.23,NA,NA	6
AT5G07350	AT5G07350.2	21	23,40,36,195,178,378,195,84,189,231,363,198,171,108,210,207,108,117,75,162,149,	7659.16666666667	FALSE	0.780320775553037	0.32,0.08,0,2.25,0.06,1.96,0.82,0.06,0.99,0.38,0.03,0.39,0.58,3.94,0.18,2.95,0.37,0.01,0.95,0.05,0	14
AT1G50500	AT1G50500.1	27	2,530,165,63,78,94,134,78,66,108,78,60,105,54,186,64,142,161,125,71,151,57,95,56,97,88,41,	1787	FALSE	0.780302110457374	NA,1.05,0.03,2.06,0.21,1.78,1.11,2.04,0.82,0.34,2.6,1.5,0.04,0.31,0.06,0.11,0.51,0.13,1.03,0.03,0.19,1.38,0.45,1.91,0,0.07,0.53	11
AT1G51690	AT1G51690.1	22	11,158,63,30,1281,173,182,104,96,120,204,2,92,119,124,124,69,92,78,68,609,2,	2571.83333333333	FALSE	0.780044708048087	0.02,0.18,0.5,0.58,0.43,1.6,1.28,3.19,0.47,2.69,0,3.86,0.08,0.27,0,0.07,0.13,0.17,0.38,0.48,0,NA	12
AT1G03190	AT1G03190.1	16	94,28,156,548,281,83,404,194,181,125,90,79,77,109,284,34,	640.333333333333	FALSE	0.779513199624554	2.66,0.03,0.62,0.54,1.2,1.58,0.01,0.3,0.01,0.26,0.12,3.97,0.01,0.4,0.01,NA	12
AT3G61160	AT3G61160.1	15	57,333,138,20,93,60,273,75,57,141,51,96,84,103,286,	47.5	FALSE	0.779004242982725	0.8,1.51,0.19,NA,0.29,0.83,0.01,0.2,0.03,0.2,1.52,2.1,1.18,0.07,2	12
AT5G47820	AT5G47820.1	25	148,297,260,188,125,37,92,111,126,94,110,99,225,81,72,94,32,98,99,222,148,153,320,56,370,	4666.5	FALSE	0.778752572320017	1.27,0.27,0.03,0.03,0.02,0.1,0.01,0.34,1.33,0.06,0.14,3.7,0.07,0.48,0.75,0.33,2.51,0.57,0,0.5,0.59,3.37,1.21,1.02,NA	12
AT2G42810	AT2G42810.1	14	461,75,101,126,249,148,118,109,162,151,72,170,132,138,	1153.33333333333	FALSE	0.778573484569517	0.04,1.9,0.22,0.2,1.6,0.4,1.93,1.3,0.67,0.09,1.86,0.28,0.14,0.27	7
AT4G11380	AT4G11380.2	19	11,194,43,23,198,114,251,136,180,93,212,64,180,93,383,190,204,432,392,	5468.83333333333	FALSE	0.778450987321486	0.28,0.13,0.98,0.77,0.14,0.05,0.14,0,0.92,4.64,0.31,2.31,0.16,0.03,0,0.05,2.66,0.46,NA	10
AT5G19530	AT5G19530.1	12	300,196,76,157,89,103,95,67,145,116,12,151,	565.166666666667	FALSE	0.777867705337615	0.07,1.58,4.43,0.1,0,0.19,0.02,0.04,0.08,0,2.05,NA	3
AT2G31060	AT2G31060.3	23	71,408,51,84,51,87,50,74,180,64,121,99,126,138,173,69,151,4,70,11,350,17,138,	1701.16666666667	FALSE	0.777629689127344	0.03,0.08,0.02,0.01,0.06,0.9,1.32,0.61,0.99,0.38,4.07,0.1,0.31,1.48,0,2.63,1.84,0.13,0.04,0.87,0.77,0.12,1.11	11
AT1G30400	AT1G30400.1	30	35,104,402,179,40,157,115,81,25,57,66,75,108,135,107,94,168,141,201,99,153,383,181,324,757,122,246,427,290,165,	19333.5	FALSE	0.777481132899675	0.38,1.5,1.43,0.16,2.55,0,0.68,0.26,0.07,0.01,1.25,0.01,1.47,0.28,1.33,0.33,0,0.49,0.46,0.04,0.23,2.08,1.84,2.41,0.02,3.07,0.01,0.06,0.16,NA	26
AT2G45500	AT2G45500.1	15	14,277,98,127,50,124,81,116,96,241,23,11,80,313,120,	277.833333333333	FALSE	0.777443009618774	0.02,1.09,3.23,0,0.39,0.86,0.08,0.22,0.61,1.17,2.07,NA,0.32,0,0.83	3
AT5G40780	AT5G40780.1	10	30,171,2,164,384,394,106,92,69,298,	667.833333333333	FALSE	0.777248689490314	0.02,0.36,NA,0.55,0.14,1.07,2.37,0.24,0.15,2.08	7
AT3G03300	AT3G03300.1	28	93,333,279,411,210,182,104,428,272,227,216,161,196,97,130,129,141,62,85,135,114,165,46,131,125,271,52,463,	2718.83333333333	FALSE	0.77706430743484	0.15,2.59,2.72,0.16,0.1,0.92,0.73,0.11,0.09,0.56,0.59,0.59,0.75,0.08,0.43,0.05,1.58,1.01,0.01,0.43,2.65,0.16,0.01,0.08,1.96,0.06,0,3.2	28
AT1G31360	AT1G31360.1	21	153,224,48,98,216,105,105,123,89,37,34,53,78,66,67,54,108,65,79,203,319,	463.166666666667	FALSE	0.777057044820847	0.06,1.06,1.4,0.16,0.12,0.15,0.24,1.09,0.3,2.37,1.25,0.09,0.09,2.58,0.01,0.74,0.32,2.89,1.08,0.31,0.01	18
AT5G21430	AT5G21430.1	6	336,62,90,2,138,317,	594.666666666667	FALSE	0.776970335271287	0.44,2.7,0.22,0.16,0.88,0.26	2
AT5G66060	AT5G66060.1	12	197,85,5,92,98,130,102,85,86,140,140,3,	260.333333333333	FALSE	0.776820023463133	2.25,0,0,2.3,0.9,0,0.37,1.61,0.03,0.16,0.64,1.05	4
AT2G29300	AT2G29300.2	8	5,82,208,220,107,159,199,218,	67.8333333333333	FALSE	0.776336540075501	1.33,0,0,1.69,2.39,0.2,0.55,0.05	5
AT3G61060	AT3G61060.2	6	8,574,2,119,669,3,	301.333333333333	FALSE	0.776104821742694	1.14,0.88,0.25,0.93,0.69,NA	1
AT5G28840	AT5G28840.1	8	455,208,133,130,97,411,18,178,	5230.16666666667	FALSE	0.775092564868224	0.08,1.63,1.73,0.41,0.35,0.02,0.97,1.02	3
AT4G18380	AT4G18380.1	4	1244,211,76,140,	339.666666666667	FALSE	0.774579700190164	0.03,0.22,2.26,0.58	3
AT5G54080	AT5G54080.1	12	242,231,80,168,176,70,155,84,342,97,5,627,	1129.5	FALSE	0.774075907286297	0.06,0.04,0.2,0.21,0.01,0.04,0.25,0.03,0.22,0.76,6.7,NA	11
AT1G54385	AT1G54385.1	5	562,1292,60,92,100,	169.166666666667	FALSE	0.773849455284176	0.59,0,2.97,0.03,0.27	3
AT4G22990	AT4G22990.1	12	293,134,191,176,2,308,566,312,121,61,64,205,	1466.33333333333	FALSE	0.773508464441147	2.44,0.15,0.41,2.79,1.23,0.08,0.4,0.36,0.38,0.08,0.27,0.7	4
AT3G04380	AT3G04380.1	12	113,126,249,79,560,263,67,51,94,57,258,163,	110.5	FALSE	0.772768220257051	0.31,0.75,0.78,1.21,0.49,0.08,0.06,1.34,0.21,1.69,0.26,2.1	12
AT1G30510	AT1G30510.2	10	0,664,220,342,2,60,123,78,17,7,	326.833333333333	FALSE	0.77241891097102	NA,0.02,0.35,0.09,1.92,1.5,0.2,2.11,0,NA	8
AT4G24800	AT4G24800.2	10	113,38,0,81,158,210,219,95,2078,25,	3678	FALSE	0.77240649691332	1.46,0.06,0.02,0.2,0.18,1.41,0.8,3.12,0.03,0.45	8
AT3G46010	AT3G46010.1	5	467,266,32,139,5,	858.666666666667	FALSE	0.772297232216315	0.01,0.01,1.13,0.18,2.53	5
AT5G06950	AT5G06950.1	17	11,8,86,3,4,57,3,174,72,60,78,52,272,246,474,43,7,	402	FALSE	0.772286344043271	2.07,1.71,0.38,NA,0.43,0.61,NA,1.44,1.85,1.04,0.51,0.51,0.14,0.09,0.09,0.68,0.04	1
AT1G64110	AT1G64110.1	21	282,117,69,139,569,117,88,500,65,5,92,49,94,39,89,122,213,12,22,218,4,	31.1666666666667	FALSE	0.772226125111867	0.05,0.33,0.5,0.33,2.48,0.05,NA,5.33,NA,NA,0.23,NA,0.23,NA,0.33,0,0,NA,NA,0.19,NA	8
AT4G05040	AT4G05040.2	9	42,24,224,96,122,156,866,530,354,	394.333333333333	FALSE	0.772146459755515	1.04,0.48,0.72,0.45,1.43,0.02,1.04,0.02,1.75	9
AT3G59090	AT3G59090.1	17	0,259,27,51,34,87,52,184,96,61,65,75,76,176,82,320,27,	690.666666666667	FALSE	0.772062491950259	NA,0.13,0.25,1.72,0.97,1.6,0.34,0.22,0.01,1.38,0.11,2.41,0.84,0.56,1.59,0.17,0.05	12
AT5G38470	AT5G38470.1	13	144,159,60,47,54,178,153,66,48,107,3,79,331,	1668.66666666667	FALSE	0.771494693940823	1.05,0.02,0.06,0.01,0,0.65,1.75,1.5,1.8,1.07,1.23,0.72,0.17	9
AT4G28706	AT4G28706.4	19	3,20,133,5,64,90,78,75,53,151,111,127,2,98,139,53,78,187,314,	1002.5	FALSE	0.770987335608441	0.09,0.24,1.01,NA,1.77,0.02,1.08,4.43,0.56,0.09,1.75,0.26,0.02,0.55,0,0.01,0.94,0.98,0.07	8
AT1G77930	AT1G77930.1	7	428,75,140,138,272,118,646,	1261.83333333333	FALSE	0.770765899902874	1.55,0.13,1.69,0.01,0.11,1.13,NA	3
AT1G25540	AT1G25540.1	15	831,87,85,69,29,54,798,68,217,66,204,131,64,31,318,	1809.83333333333	FALSE	0.770458389614619	0.76,1.02,3.02,0.08,0.81,0.56,0.13,0.04,0.1,1.27,0.04,0.25,1.58,1.41,0.49	3
AT1G30835	AT1G30835.1	4	1065,654,224,26,	731.166666666667	FALSE	0.770396466362709	0.09,0.97,1.25,NA	3
AT3G13740	AT3G13740.1	10	5,230,131,72,17,53,103,148,322,74,	319.166666666667	FALSE	0.770247337736764	0.04,2.21,1.84,0.09,0.02,0.17,0.41,2.01,0.14,NA	2
AT1G18150	AT1G18150.3	16	85,335,199,117,74,138,156,150,60,128,403,273,2,63,104,42,	1415.5	FALSE	0.770029089744797	0.44,0.76,0.09,0.12,0,0.5,0.11,0.04,1.13,0.44,0.48,0.92,0.48,0.73,5.34,0.74	15
AT2G17220	AT2G17220.1	9	20,622,124,143,136,332,2,475,8,	675.166666666667	FALSE	0.769518473960187	4.01,0.05,1.04,0.35,0.11,0.24,0.14,0.2,NA	1
AT1G63770	AT1G63770.1	39	366,72,104,117,3,111,176,82,147,139,149,169,81,110,57,35,12,27,5,90,19,48,145,26,87,28,62,213,108,75,117,77,76,141,45,75,78,28,64,	5018.5	FALSE	0.768689690437342	3.84,0.09,0.54,0.3,1.45,0.21,1.99,0,0.88,0.75,0.84,1.52,0,0.09,0.21,0.76,1.23,1.07,NA,1.39,1.28,0.38,0.8,0.84,0,0.79,0.11,3.47,0.2,0,0.03,0.08,0.23,0.51,1.03,0.46,0.3,NA,NA	1
AT5G04980	AT5G04980.1	9	151,152,109,194,574,105,88,46,116,	89.6666666666667	FALSE	0.768666499035936	0.04,0.5,0.96,0.42,0.11,0.37,2.53,1.22,NA	7
AT5G53486	AT5G53486.1	8	90,67,57,33,5,59,434,0,	126.666666666667	FALSE	0.767542067583476	0.01,0.12,0.51,0.18,0.08,4.74,0,0.5	6
AT1G28490	AT1G28490.1	10	58,48,80,114,3,114,188,91,66,316,	376.833333333333	FALSE	0.76739933376415	1.66,0.06,0.08,4.35,NA,0.17,0.01,0.11,0.32,0.14	4
AT4G31700	AT4G31700.1	8	476,273,109,58,65,9,17,1,	2238	FALSE	0.766239991335307	0.43,0.05,1.58,1.47,0.16,NA,0.01,1.67	8
AT5G28020	AT5G28020.1	18	3,298,81,60,80,52,138,264,85,168,45,6,5,298,39,6,25,4,	1120.33333333333	FALSE	0.766215358766144	2.03,0.17,0.11,0.91,0,0.64,0.06,0.04,0.54,0,3.7,0.11,1.85,1.83,0,0.27,NA,NA	11
AT1G34780	AT1G34780.1	5	695,125,86,101,448,	415.333333333333	FALSE	0.76500366632077	0.24,0.16,3.04,0.3,0.08	3
AT1G17890	AT1G17890.1	7	22,1152,27,102,107,69,0,	436.5	FALSE	0.764967420687117	0.44,0,0.96,0.03,1.32,1.84,NA	6
AT1G02840	AT1G02840.1	16	38,49,3,88,66,75,133,47,58,50,57,224,352,34,77,240,	2197.33333333333	FALSE	0.764381390853995	0.24,0.39,0.04,0.2,0.53,1,1.46,0.04,1.36,0.51,0.27,1.13,0.62,1.27,0.89,2.3	16
AT1G22140	AT1G22140.1	7	65,109,190,0,97,64,138,	79.1666666666667	FALSE	0.764271921389341	2.26,0.04,0.69,NA,1.22,0.08,0.3	1
AT5G10140	AT5G10140.1	9	329,65,72,42,42,100,62,58,294,	21	FALSE	0.764175264181613	0.15,NA,NA,NA,0.49,0.37,2.02,1.5,0.05	7
AT1G13270	AT1G13270.1	13	2,182,85,238,162,42,72,80,101,98,48,289,13,	959.5	FALSE	0.763663609408722	0.04,0.17,2,0.69,2.3,0.69,0.01,0.12,1.86,0.66,0.48,0.15,0.75	5
AT4G01650	AT4G01650.2	6	170,207,168,224,267,71,	133.833333333333	FALSE	0.7635203744797	0.12,1.24,0.02,0.14,0.94,2.13	6
AT5G06420	AT5G06420.2	6	677,100,208,815,291,1,	115.833333333333	FALSE	0.763240627022263	0.97,0.87,0.32,0.61,1.81,0	5
AT5G28540	AT5G28540.1	6	716,718,243,215,268,156,	104.666666666667	FALSE	0.76311721148405	1.49,0.11,0,0.78,0.81,1.39	1
AT4G14950	AT4G14950.1	12	0,394,3,212,79,300,158,117,180,2,488,0,	437.166666666667	FALSE	0.763023807242825	NA,1.89,NA,0,0.6,0.05,2.2,0.05,1.79,NA,0.22,0.07	7
AT5G60360	AT5G60360.1	11	341,122,116,74,265,132,133,2,3,254,28,	6940.16666666667	FALSE	0.762590107676712	1.09,0.28,0.03,0.11,2.95,0.05,0,1.43,1.48,0.02,0.94	5
AT5G10070	AT5G10070.1	13	0,286,5,116,72,91,137,41,66,47,29,180,0,	165.166666666667	FALSE	0.762371813761964	NA,4.41,0.32,0.24,0.39,0.58,0.09,0.3,0.75,0.47,0,0.84,NA	2
AT2G48120	AT2G48120.1	8	246,77,17,177,87,51,180,441,	299	FALSE	0.762158780602031	1.02,2.61,0.66,0.69,0.11,0.15,0.25,0.61	2
AT4G04223	AT4G04223.1	5	93,213,42,200,15,	16.8333333333333	FALSE	0.761955285570242	0.68,1.08,0.95,0.33,NA	2
AT2G24020	AT2G24020.2	10	59,243,57,72,40,101,137,5,144,43,	690.5	FALSE	0.761954837776666	2.57,0.47,0.12,0.52,0.63,0.02,0,0.16,2.19,0.94	1
AT5G24970	AT5G24970.1	16	265,255,261,150,162,200,85,158,136,63,8,42,247,112,124,237,	442	FALSE	0.761578549083399	3.43,1.15,0.1,1,0.26,1.11,0.17,0.32,1.58,0.48,0.74,0.18,0.16,1.37,0.05,0.08	1
AT2G15910	AT2G15910.1	7	820,135,337,299,86,9,328,	253.166666666667	FALSE	0.761528150025962	0.01,0.54,1.91,0.31,0.08,2.35,0.13	6
AT4G20320	AT4G20320.2	23	70,50,155,80,87,51,118,57,65,84,51,63,47,70,63,90,39,228,86,49,81,94,639,	268.666666666667	FALSE	0.760740680615921	0.87,3.6,0.12,0.3,0.87,0.44,0.21,0.11,0.35,0.53,0.45,1,0.24,1.65,0,0.02,0.54,0.46,0.7,3.87,0.35,0.05,0.77	20
AT2G07340	AT2G07340.1	8	109,54,106,3,7,85,248,0,	82.1666666666667	FALSE	0.760727963312081	0.15,0.26,2.79,0.01,NA,1.21,0.14,NA	3
AT3G13790	AT3G13790.1	8	1,351,88,248,162,872,9,232,	432.833333333333	FALSE	0.760551931889569	NA,0,1,0.12,1.49,0,NA,1.95	8
AT4G19112	AT4G19112.1	16	493,228,64,69,66,109,67,53,103,139,90,69,79,477,228,241,	7129.83333333333	FALSE	0.76045553189108	0.08,0.33,2.53,3.25,0.08,0,2.71,0.11,0.72,0.04,0.98,0.89,0.17,0.16,0.01,0.13	4
AT1G08930	AT1G08930.1	19	364,63,90,60,66,66,76,65,93,81,85,44,63,60,114,115,320,48,7,	2554.66666666667	FALSE	0.760443059382943	0.23,0,0,0.45,0.1,0.69,0,3.59,1.12,0.39,0.07,0.21,0.03,1.66,2.18,0.21,2.07,0.68,NA	8
AT2G02820	AT2G02820.2	13	653,23,349,143,146,179,186,56,73,57,47,108,68,	270.666666666667	FALSE	0.760333978663015	0.21,0.01,0.22,0.1,2.67,0.01,0.23,4.03,0.39,0.16,0.54,0.85,0.47	8
AT3G09890	AT3G09890.1	7	297,92,79,95,86,96,366,	116.333333333333	FALSE	0.760304358073549	2.14,0.05,0.02,0.32,0.05,0.21,2.53	7
AT1G67850	AT1G67850.1	17	13,287,71,199,112,150,105,84,116,102,114,57,67,54,75,36,361,	441.666666666667	FALSE	0.760169469101373	2.08,0.09,1.09,1.79,0.06,0.67,1.26,0.57,0.06,1.15,0.21,0.01,0.11,0.08,0.32,3.34,0.03	16
AT4G17150	AT4G17150.1	16	77,407,82,104,127,95,124,81,99,186,138,80,57,129,294,32,	821.5	FALSE	0.7601194274808	4.71,0.2,0.23,0.69,0.15,0.38,0.52,0.35,0.17,0.36,0,0.05,3.62,0.42,0.27,0.02	1
AT3G45590	AT3G45590.2	5	0,77,75,41,807,	35.6666666666667	FALSE	0.759571672434546	NA,0.05,2.68,0.26,0.05	3
AT5G20225	AT5G20225.1	2	423,167,	84.8333333333333	FALSE	0.759516445232213	0.28,1.24	2
